11	 "was this text legit?" the firm's head of investor relations wrote to mr musk's chief of staff, the complaint says. 'significant confusion' tesla shares soared after mr musk's announcement, before retreating amid questions and doubts. weeks later, mr musk backed away from the plan, citing investor feedback. the sec, which is also seeking financial penalties, said his claims created "significant confusion" in the stock market and harmed investors. media playback is unsupported on your device media caption tesla's elon musk 'mislead investors' sec alleges "taking care to provide truthful and accurate information is among a ceo's most critical obligations," said stephanie avakian, co-director of the sec's enforcement division. "that standard applies with equal force when the communications are made via social media or another non-traditional form." the sec complaint sent shares of the firm down by more than 10% in after-hours trade. analysis dave lee, bbc north america technology reporter, san francisco: whatever the state of mind elon musk was in when he announced he had "funding secured", it could end up costing almost everything he holds dear. it would be nobody's fault but his own. wall street veterans - and indeed, anyone with a modicum of knowledge of how the financial markets work - predicted this very scenario the moment those tweets were posted. mr musk is famously an unconventional chief executive, but when it comes to the financial markets, you can't flout the rules without serious consequences. it's clear, from emails contained in the sec's filing, that staff at tesla were caught completely off guard. his head of investor relations asked if the tweets were "legit". the nasdaq, confused, halted trading. it all makes mr musk unfit to run a public company, the sec says. all this because of a tweet sent because mr musk thought his girlfriend "would find it funny". image copyright getty images image caption mr musk is credited with pushing the car industry toward electric vehicles mr musk, who co-founded tesla and has served as chief executive since 2008, is a divisive figure in the business world, who has inspired passionate fans and critics. supporters credit mr musk, also the head of the rocket company spacex, with pushing the car industry to produce electric cars.
12	. hecker said the development proposal was originally for 16,000 acres, not the 45,000 acres now being considered. the conservancy was willing to listen to the first offer but decided to back out of the deal after the landowners nearly tripled the development footprint. "that was the moment of truth, and we actually chose to step out because we did not feel the development plan that was being pursued was striking a balance between development rights and the panther recovery plan," hecker said. "it is allowing an enormous area of new growth to occur in some of the most environmentally sensitive lands out there." florida panther puma concolor coryi appearance: adults are tan with lighter colored fur on their legs, belly and lower chest and weigh about 100 to 160 pounds and are 6- to 7-feet in length. kittens are spotted and have blue eyes. habitat: most of florida's estimated 180 panthers live south of lake okeechobee and the caloosahatchee river in wild preserves, state and national parks and private ranches and farms. behaviors: panthers are mostly reclusive but have been spotted more in recent years as the population rebounds. they are ambush predators capable of jumping 15 feet to snag and kill prey. feed mostly on deer, raccoons, black bears and wild hogs. source: florida fish and wildlife conservation commission.
13	 as a name throughout news corp, lachlan is almost as redolent as rupert. still, if there is within the company an absolute belief in a forthcoming succession and in the murdochs as royalty, a people apart, there is, too, an obvious and constant comparison between once and future. if in australia lachlan was regarded as a clever, sophisticated guy - a tastemaker - and a good manager who built a strong rapport in newsrooms and with his executives, in the us the perception is that he was a weak, even pitiable, version of his dad. he was too sensitive; he was petulant; he lacked charm; he was not sharp. formally, his title at news ltd was chief executive. both in name and in practice, he ran news ltd's entire operations, overseeing all its newspapers and its pay television joint venture. in new york, his official title was deputy chief operating officer, which was meant to give him control of news corp's us publications - the post - and make him peter chernin's deputy at fox. the father in small but constant ways humiliated the son, which made him a joke to everybody else. in every meeting the father was the impatient, domineering, fussing presence. he couldn't stop calling attention to himself and away from the son. at the same time, the son, stamping his foot, was trying to call attention to himself. he started marketing campaigns for the post; tried to bring a little class to a notoriously unclassy operation by throwing functions and parties in the tabloid's name. over on the west coast, he hung out with movie stars and insisted his dad make smarter and hipper movies (fight club, which rupert detested, was a lachlan-supported project). "family businesses are great businesses," lachlan says, "but they're, they're also fraught with difficulties, so, um, so the, uh... i think because you go back to that fundamental character trait that has served dad so well, which is forward thinking and always driving forward, i think he, um, misunderstood - doesn't understand or appreciate sometimes, or he does, but doesn't think about how complicated they are
14	q: why was my answer deleted by a moderator? i answered this question: how to make thread sleep for 1 day? my answer was: you can make a windows task to run your application by delay it actually has 6 upvotes and 0 downvotes a moderator deleted it, and linked this: https://stackoverflow.com/help/deleted-answers i still can't see why my answer was deleted, considering it was the right answer to the question and other users seem to think the same thing i do a: i handled a not an answer flag on the post. yes it was an answer, but a low quality answer. you can make a windows task to run your application by delay at best it was a comment. it gives no clues or detail about how to do this. it serves no real purpose on a programming site, to assist in programming. give some more details when you're writing a solution. occasionally one line answers are suitable, but they're the exception not the rule. also what you wrote, was also mentioned as part of another answer. there's no need to have two answers saying the same thing. also, there's other deleted answers under the post. two other self-deleted answer and another mod deleted link only answer. on another note, i'm actually baffled it received 6 upvotes in such a short time. having 6 upvotes doesn't make it a good answer. sorry. a: it's not a proper answer for a programming question. it's too short, so it will go into the review system and then get flagged by some users. for the same reason, some high-rep users will vote to delete it. the mods will deal with the flags, i.e., delete it. apart from the answer being off-topic, it's too short to be a proper answer. -- a good enough answer should have some details explained and some code added. as for the upvotes, i guess they were actually seeing it as a joke, and those upvoters were amused. -- this kind of upvotes i've seen many times on stack overflow.
15	gia-aneurysmorrhaphy and dermal detachment: a novel technique to repair arteriovenous fistula aneurysms. this report describes a simplified technique for management of aneurysmal arteriovenous fistulas along with results of initial clinical experience in 12 patients. various techniques have been described which seek to repair the arteriovenous fistula and lengthen its duration of use. here, we introduce the gia-aneurysmorrhaphy and dermal detachment (gadd) procedure, a novel technique which requires minimal dissection to decompress tension on the overlying skin. transverse incisions were made proximally and distally to the aneurysmal segment, which was then bluntly dissected along its length on either side. a gia stapler is then fired along the longitudinal axis, narrowing the lumen of the fistula and separating the aneurysm from the skin. after the operation, the arteriovenous fistulae were used continuously until death (1 patient for 12 months), until thrombosis (1 patient for 13 months), or continue to be in use (9 patients, mean patency 18 months). one patient underwent conversion to open aneurysmorrhaphy due to intraoperative fistula occlusion. five patients resumed hemodialysis immediately, while the remaining resumed hemodialysis within 3 months. the most common complication was cellulitis (3 patients). the gadd procedure as described in this report offers an effective and low-risk option for the management of venous aneurysms with threatened skin in hemodialysis patients.
16	 they took full advantage of the world cup as they did not lose many players whereas the other teams in contention for the title were gutted for the first few weeks of the season many expected the plucky irish team to fade away when those selected for the world cup returned, however this was not the case the they went full steam ahead and won in the end. 6) team gb cyclists british cycling had a very strong showing at the world indoor track cycling championships topping the medals tables 5 golds, 1 silver and 3 bronze medals. this following on from great olympic success for many of those involved. it just goes to show that british cycling is in a great position at the moment. 5) invictus 2016 team gb won 131 medals at the 2016 edition of the fantastic, invictus games. this sporting event is for disabled former and current members of the armed forces and helps them come to terms with what has happened to them plus giving them a new lease of life. the work that is done plus the sheer number of medals won by team gb puts it in my top 5 sporting moments in 2016. 4) scottish cricket win in a major competition one for personal indulgence now, at the world t20 at the start of the year scotland won their first ever match at a major competition. building off the work done over the years prior and especially in the 2015 cricket world cup where scotland showed a lot of promise but sadly failed to win a match. this showed that the hard work would eventually pay off by beating hong kong by 8 wickets in scotland’s final match in the tournament after failing to qualify for the second group stage. 3) bolt completes a hattrick of hattricks. in his final olympics, usain bolt completed yet another hattrick of gold medals, the 100m, 200m and 4x100m relay. it is rare sprinters make it to 3 olympics let alone being at the top of his sport at all 3. a once in a life time character and athlete will be missed when he finally decides to hang up his shoes. 2) fiji strike gold the first olympic gold medal for fiji in history!
17	 we do not mean to infer that a trial court could not award fees in the amount called for by the contingency agreement if, after consideration of factors such as number of hours spent on the case, reasonable hourly compensation for the attorney, novelty and difficulty of the questions involved, skill displayed in presenting them, extent to which the litigation precluded other employment by the attorney, and the contingent nature of the fee award, the court finds the sum reasonable. (see, e.g., glendora community redevelopment agency v. demeter, supra, 155 cal. app.3d 465.) (11b) however, the starting point of every fee award must be a calculation of the attorney's services in terms of time actually expended on the case. (serrano v. priest (1977) 20 cal.3d 25, 48, fn. 23 [141 cal. rptr. 315, 569 p.2d 1303].) landowners allege the amount awarded, i.e., $30,000, bears no rational relationship to the amount requested because their declaration of hours times hourly rate was $37,512.50. however, their addition is faulty; the correct total is $21,462.50. it is conceivable, therefore, that the court did consider factors in addition to actual time spent in making its award. additionally, the court did indicate that it was allowing no amount "for activity related to collection of attorney fees." (12a) it has been held that when an award of attorneys' fees is statutorily authorized, the reasonable expenses of preparing the fee application should be included in the award. (brown v. fairleigh dickinson university (d.n.j. 1983) 560 f. supp. 391, 414.) efforts in opposing a motion to tax costs are recoverable in an abandoned condemnation action. (orange county mun. water dist. v. anaheim union water co. (1967) 247 cal. app.2d 761, 764 [56 cal. rptr. 464].) (10c) here, however, the trial court correctly determined that part of the costs alleged, i.e., delay damages, were improper. logically
18	 a freeenergy audit typically involves a trained professional coming to your home.... free trade builds shared future ... smart sportswear, riding in japanese new energy cars ... when the free trade system is under attack, protectionism is on the rise, and the seeds of economic instability and uncertainty are being planted. the ciie musters support for free trade and injects certainty into the world economy ... sweet taste of free trade.... free trade builds shared future ... smart sportswear, riding in japanese new energy cars ... when the free trade system is under attack, protectionism is on the rise, and the seeds of economic instability and uncertainty are being planted. the ciie musters support for free trade and injects certainty into the world economy ... sweet taste of free trade.... working collaboratively with utilities and grid operators, we can help america transition to a carbon-free and affordable power system... we have supply chain advantages that we are seeing play out today with batteries, and we are engaged with utilities to design the energysystem of the future.... u.s.rep ...having lived that up-from-the-bootstraps climb, the york countyrepublican&nbsp;is driven to preserving the core of a free enterprise system that, in his view, allows people to rise to the level of their abilities and energies. and stopping, wherever he sees it, government's interference with the same ... "i never knew him ... u.s. rep ... .... unlike solar-only power systems that do not ... sunnova’s goal is to provide the choice of affordable, worry-free solar energy and battery storage technology that generates long-term value for customers and facilitates continued business growth for its network of trusted partners....
19	 or requested the information from a person that the peace officer has good cause to believe is a witness to a criminal offense. tex. penal code ann. § 38.02(a)-(b) (west 2011). we agree with the houston court that the offense of failure to identify by intentionally giving a false or fictitious name to a peace officer is an offense involving moral turpitude. see lape v. state, 893 s.w.2d 949, 958 (tex. app.—houston [14th dist.] 1994, pet. ref'd). but we also agree with the austin court that the offense of failure to identify by refusing to give the requested lester v. state page 2 information to a peace officer is not a crime of moral turpitude. see jones v. state, no. 03-04-00428-cr, 2005 tex. app. lexis 8720, 10-13 (tex. app.—austin oct. 20, 2005, pet. ref’d) (not designated for publication). outside the jury's presence, lester's counsel informed the trial court that he believed shoaf had a conviction for failure to identify for which she had served or was currently serving jail time. but counsel did not provide the trial court with anything that showed shoaf’s conviction was pursuant to section 38.02(b), which involves lying to a peace officer. see tex. penal code ann. § 38.02(b) (west 2011). accordingly, lester failed to meet his burden of proving that shoaf’s conviction for failure to identify was a crime of moral turpitude. see vinson v. state, 252 s.w.3d 336, 340 (tex. crim. app. 2008) (“in our criminal justice system, the proponent of evidence ordinarily has the burden of establishing the admissibility of the proffered evidence.”). thus, we conclude that the trial court did not abuse its discretion in excluding the evidence of shoaf's conviction for failure to identify. lester’s sole issue is overruled. having overruled the only issue raised on appeal, we affirm the trial court’s judgment. tom gray chief justice before chief justice gray, justice davis, and justice scoggins affirmed opinion delivered and filed july 13, 2011 publish [cr25] lester v. state page 3
20	 in the lady chapel the font is carved with a depiction of the nativity, and the reredos is a copy of leonardo da vinci's last supper. over the north and south doors are paintings of moses and aaron. these were painted by robert cardinall, and formerly hung in a position flanking the reredos at the east end of the church. the lectern, pulpit and altar are victorian, as is the stained glass. the three-manual organ was built in 1911 by t. c. lewis. it was renovated in 1942 by henry willis & sons, and rebuilt in 1987 by bishop. a major rebuild was carried out by j. w. walker & sons ltd in 1999. there is a ring of ten bells, the oldest three being cast in about 1470, and the most recent two in 1978. see also list of churches preserved by the churches conservation trust in the east of england references external links friends of st peters: what's on information and how to hire the venue category:grade i listed churches in suffolk category:church of england church buildings in suffolk category:english gothic architecture in suffolk category:churches preserved by the churches conservation trust category:sudbury, suffolk
21	656 p.2d 695 (1983) the people of the state of colorado, plaintiff-appellant, v. rudy anthony bernard, defendant-appellee. no. 80sa456. supreme court of colorado, en banc. january 10, 1983. *696 dale tooley, dist. atty., o. otto moore, asst. dist. atty., brooke wunnicke, chief appellate deputy dist. atty., denver, for plaintiff-appellant. larry steven pozner, denver, for defendant-appellee. hodges, chief justice. the trial court granted defendant bernard's motion pursuant to crim.p. 35(c) to reduce his 25-35 year sentence as an habitual criminal on the ground that a 1973 burglary conviction was invalid. on appeal, the people assert that the trial court erred. we agree and therefore reverse. defendant bernard was charged with burglary on four separate occasions prior to 1977 and pled guilty to each of those charges. the defendant was again charged in 1977 with second-degree burglary and, in addition, with four counts under the habitual criminal statute for the above mentioned burglaries. in 1978, while the 1977 charges were still pending, the defendant garnered his sixth burglary charge. after this final charge, the defendant entered a comprehensive plea agreement whereby he pled guilty to the 1977 burglary charge and to two of the habitual criminal counts, based on a 1975 and a 1973 burglary conviction. the remaining habitual criminal counts and the 1978 burglary charge were all dismissed. the defendant was thereupon sentenced to a term of 25 to 35 years as an habitual criminal. two years later, in may of 1980, defendant moved for reduction of sentence pursuant to crim.p. 35(b) [now 35(c)], alleging that the 1978 habitual criminal conviction was invalid because it was based on an improper plea of guilty to the 1973 burglary charge. the trial court agreed with the defendant's assertion that the 1973 plea is defective because he was not specifically advised of the elements of the ulterior crime of theft, and set aside the 1973 burglary conviction. the trial court then revised the sentence imposed under the habitual criminal statute because the requisite number of convictions were no longer present. this ruling of the trial court is erroneous and its judgment is therefore reversed. the rationale of people v
22	.3d 1328 (fed. cir. 2006); pelegrini v. principi, 18 vet. app. 112 (2004). where complete notice is not timely accomplished, such error may be cured by issuance of a fully compliant notice, followed by readjudication of the claim. see mayfield, 444 f.3d 1328; see also prickett v. nicholson, 20 vet. app. 370, 376 (2006). in a claim for increase, the vcaa requires only generic notice as to the type of evidence needed to substantiate the claim, namely, evidence demonstrating a worsening or increase in severity of the disability and the effect that worsening has on employment, as well as general notice regarding how disability ratings and effective dates are assigned. vazquez-flores v. shinseki, 580 f.3d 1270 (fed. cir. 2009). a may 2004 letter to the veteran informed him of what was needed to substantiate his claim, the information and evidence that the va would collect, and the information and evidence that he would be responsible for providing to the va. in march 2006, the veteran was provided with a letter meeting the notification requirements set out in dingess, and the generic notification requirements still in effect under vazquez. vcaa notice must be provided prior to an initial unfavorable decision on a claim by the ro. mayfield v. nicholson, 444 f.3d 1328 (fed. cir. 2006); pelegrini v. principi, 18 vet. app. 112 (2004). where complete notice is not timely accomplished, such error may be cured by issuance of a fully compliant notice, followed by readjudication of the claim. see mayfield v. nicholson, 444 f.3d 1328 (fed. cir. 2006); see also prickett v. nicholson, 20 vet. app. 370, 376 (2006). while the march 2006 letter was not provided to the veteran prior to the initial unfavorable aoj decision, the claim was readjudicated subsequent to this notice in a supplemental statement of the case issued in april 2014. the vcaa also requires va to make reasonable efforts to help a claimant obtain evidence necessary to substantiate his claim. 38 u.s.c.a. § 5103a; 38 c.f.r. § 3.
